term,id,loan_amnt,home_ownership,emp_length,annual_inc,loan_status,purpose,dti,revol_util,total_rec_late_fee,grade
 36 months,1066018,10400,RENT,6,40000,Fully Paid,debt_consolidation,11.67,80.60%,0,A
 36 months,1049352,6600,MORTGAGE,1,1.00E+05,Fully Paid,house,15.53,27.80%,0,A
 36 months,1066016,12000,OWN,7,40000,Fully Paid,debt_consolidation,9.45,37.40%,0,A
 36 months,1065997,13250,RENT,10,52000,Fully Paid,debt_consolidation,23.7,91.50%,0,B
 36 months,1061891,12000,RENT,3,92500,Fully Paid,debt_consolidation,15.97,56.20%,0,B
 36 months,1065752,25000,RENT,9,61000,Fully Paid,debt_consolidation,10.35,49.40%,0,A
 36 months,1063126,6000,RENT,10,36000,Fully Paid,other,14.43,48.50%,0,A
 36 months,1065738,12000,MORTGAGE,10,68000,Fully Paid,credit_card,7.08,55.60%,0,A
 36 months,1061467,14400,RENT,1,80000,Fully Paid,credit_card,16.35,48.40%,0,A
 36 months,1065721,10000,RENT,10,43000,Fully Paid,credit_card,11.58,65.50%,0,A
 36 months,1065717,8000,RENT,1,150000,Fully Paid,credit_card,2.48,56.20%,0,A
 36 months,1065026,8000,RENT,5,50000,Charged Off,credit_card,13.22,72.90%,0,B
 60 months,1057001,30000,RENT,3,70000,Charged Off,small_business,0.94,3.20%,33.68658497,A
 60 months,1065513,18000,OWN,6,40000,Charged Off,home_improvement,18.42,73.40%,0,B
 36 months,1065698,13250,OWN,2,35000,Fully Paid,credit_card,22.35,67.20%,0,A
 36 months,1065681,14000,RENT,6,80000,Fully Paid,debt_consolidation,16.21,96.20%,0,B
 60 months,1061788,20000,OWN,10,59000,Charged Off,debt_consolidation,20.91,83.10%,0,B
 36 months,1065484,10000,RENT,10,40000,Fully Paid,credit_card,24.39,96.40%,0,B
 60 months,1061681,35000,RENT,5,85000,Fully Paid,debt_consolidation,20.16,74.50%,0,B
 36 months,1065661,4000,RENT,1,55000,Fully Paid,debt_consolidation,7.05,43.80%,0,A
 36 months,1065663,13000,RENT,6,110000,Fully Paid,debt_consolidation,8.38,81.30%,0,A
 36 months,1065480,28000,RENT,5,1.00E+05,Fully Paid,credit_card,12.35,67.50%,0,A
 36 months,1065658,10000,RENT,3,62000,Fully Paid,debt_consolidation,11.52,79.10%,0,B
 36 months,1065447,20000,RENT,1,45000,Fully Paid,debt_consolidation,9.25,74.90%,0,A
 36 months,1065470,18000,RENT,5,110000,Fully Paid,debt_consolidation,10,62.50%,0,A
 60 months,1065467,9000,RENT,3,60000,Charged Off,credit_card,22.56,91.10%,0,B
 60 months,1065649,25000,RENT,10,61500,Charged Off,debt_consolidation,12.6,60.80%,32.18,B
 36 months,1065430,10000,RENT,3,33000,Fully Paid,other,8.69,88.30%,0,A
 36 months,1059462,4200,RENT,3,61000,Fully Paid,credit_card,8.92,12.90%,0,A
 60 months,1064102,20000,OWN,10,78216,Charged Off,debt_consolidation,10.79,80.30%,0,B
 60 months,1062399,18000,MORTGAGE,1,62000,Charged Off,debt_consolidation,7.82,86.70%,0,B
 36 months,1065572,24000,RENT,2,50964,Fully Paid,debt_consolidation,8.83,69.40%,0,B
 36 months,1065567,4475,RENT,3,43680,Fully Paid,credit_card,18.79,33.50%,0,B
 60 months,1065342,20000,MORTGAGE,2,56000,Current,credit_card,12.15,59.90%,0,B
 36 months,1065355,12000,RENT,5,50700,Fully Paid,credit_card,22.49,80.80%,0,A
 60 months,1058717,18000,MORTGAGE,n/a,60000,Fully Paid,debt_consolidation,21.96,83.70%,0,B
 36 months,1065348,5000,RENT,2,30000,Charged Off,debt_consolidation,23.84,89.70%,0,A
 36 months,890389,3000,RENT,5,50000,Fully Paid,other,5.5,29.40%,0,A
 60 months,1065142,25000,RENT,10,75000,Current,debt_consolidation,19.63,91.50%,0,B
 60 months,1065320,18000,RENT,3,90000,Current,credit_card,11.32,85.20%,0,B
 36 months,1065304,12000,RENT,10,55000,Charged Off,debt_consolidation,13,75.50%,0,A
 36 months,1065180,20000,MORTGAGE,10,50000,Fully Paid,other,4.34,52.70%,0,B
 36 months,1065298,10000,RENT,3,84000,Fully Paid,debt_consolidation,13.87,68.70%,0,B
 36 months,1064904,15000,OWN,6,155000,Fully Paid,debt_consolidation,17.85,74.90%,0,A
 36 months,1064696,12000,MORTGAGE,1,62000,Fully Paid,debt_consolidation,8.71,57.70%,0,A
 60 months,977277,20000,MORTGAGE,2,175000,Current,debt_consolidation,5.23,34.10%,0,A
 36 months,1065260,6300,RENT,2,30000,Fully Paid,credit_card,7.2,84.30%,0,A
 60 months,1059734,20000,RENT,7,50000,Current,credit_card,22.82,56.70%,0,B
 60 months,1065110,35000,MORTGAGE,8,208000,Fully Paid,debt_consolidation,7.94,23.50%,0,B
 60 months,1047987,8250,MORTGAGE,2,35004,Fully Paid,home_improvement,15.6,7.70%,0,B
 60 months,1065104,20000,OWN,7,85000,Current,home_improvement,10.21,54.80%,0,A
 36 months,1065103,10000,RENT,5,32000,Charged Off,credit_card,21.83,59.60%,0,A
 36 months,1065254,24000,MORTGAGE,10,116400,Charged Off,car,3.94,8.10%,0,A
 36 months,1064873,14400,MORTGAGE,9,40000,Fully Paid,debt_consolidation,20.16,79.50%,0,A
 36 months,1065244,6000,RENT,7,34000,Fully Paid,credit_card,21.39,88.50%,15.00000002,B
 36 months,1064969,22000,MORTGAGE,5,73000,Fully Paid,debt_consolidation,22.47,85.10%,0,B
 36 months,1059620,12000,RENT,10,57200,Charged Off,debt_consolidation,16.36,68.50%,0,A
 36 months,1032978,16000,MORTGAGE,1,114000,Fully Paid,debt_consolidation,17.2,64.20%,0,B
 36 months,1065234,10000,MORTGAGE,10,90000,Fully Paid,debt_consolidation,11.16,59.40%,0,A
 60 months,1064958,16000,MORTGAGE,8,54000,Fully Paid,home_improvement,16.89,56.20%,0,B
 36 months,1065196,10000,RENT,2,35000,Charged Off,debt_consolidation,12.03,84.60%,0,A
 36 months,1065199,3500,RENT,7,56000,Fully Paid,debt_consolidation,10.35,54.20%,0,B
 36 months,1065195,9600,RENT,5,35000,Fully Paid,debt_consolidation,16.49,79%,0,A
 36 months,1065020,9875,MORTGAGE,10,40000,Fully Paid,debt_consolidation,24.03,63.70%,0,A
 60 months,1065016,21500,OWN,2,59000,Fully Paid,debt_consolidation,22.86,81.80%,0,B
 36 months,1064924,4800,RENT,6,48000,Fully Paid,debt_consolidation,13,26%,0,A
 36 months,1064940,7800,OWN,10,85000,Fully Paid,major_purchase,0.78,6.20%,0,A
 36 months,1064932,20000,MORTGAGE,10,70000,Fully Paid,credit_card,6.21,89%,0,B
 36 months,1062248,9750,RENT,4,35000,Charged Off,debt_consolidation,29.04,51.70%,0,A
 60 months,1064985,18000,MORTGAGE,6,91000,Fully Paid,credit_card,23.41,67%,0,B
 36 months,1064926,5000,MORTGAGE,9,30000,Fully Paid,other,16.48,25.60%,0,A
 36 months,1064908,9000,RENT,4,45000,Fully Paid,debt_consolidation,17.01,50%,0,B
 36 months,1059118,7200,RENT,1,55000,Fully Paid,debt_consolidation,11.98,46.10%,0,A
 60 months,1064897,3000,RENT,3,53004,Current,other,10.73,79.40%,0,B
 60 months,1064754,25000,RENT,10,60000,Charged Off,credit_card,20.04,94.90%,0,B
 36 months,1060082,25000,OWN,8,82000,Fully Paid,debt_consolidation,18.5,70.60%,0,B
 36 months,1064736,10000,RENT,10,53000,Fully Paid,debt_consolidation,13.09,77.20%,0,B
 36 months,1064727,8875,MORTGAGE,5,35360,Charged Off,debt_consolidation,23.11,71.10%,0,A
 36 months,1042668,15550,RENT,10,54000,Fully Paid,debt_consolidation,23.36,89.80%,0,A
 60 months,1064862,17000,RENT,8,65000,Current,debt_consolidation,16.84,62.70%,20.34,B
 36 months,1064711,7500,RENT,5,65000,Fully Paid,credit_card,4.41,35.50%,0,A
 36 months,1032875,8875,OWN,6,28800,Fully Paid,debt_consolidation,24.29,69.50%,0,A
 36 months,1064830,4500,RENT,1,42000,Fully Paid,credit_card,4.34,68.50%,0,B
 36 months,1064681,5800,RENT,3,36000,Fully Paid,debt_consolidation,21.67,66.90%,0,A
 36 months,1064383,10000,RENT,2,40000,Fully Paid,debt_consolidation,22.26,47.40%,0,A
 36 months,1064675,10000,RENT,4,50000,Fully Paid,credit_card,19.06,88.60%,0,A
 36 months,1064666,14000,RENT,1,52000,Fully Paid,credit_card,12.97,57.90%,0,A
 60 months,1064639,25000,MORTGAGE,3,85000,Fully Paid,credit_card,17.15,87.90%,32.45,B
 36 months,1064636,12000,RENT,3,32000,Charged Off,debt_consolidation,6.75,59.20%,0,A
 36 months,1064805,24000,OWN,6,75000,Fully Paid,debt_consolidation,10.58,45%,0,A
 36 months,1064635,14000,RENT,1,80000,Fully Paid,credit_card,3.3,59%,0,B
 36 months,1064793,12000,MORTGAGE,7,40246,Fully Paid,credit_card,17.08,72.20%,19.05000001,A
 60 months,1056865,15000,OWN,3,30000,Charged Off,debt_consolidation,24.76,65.70%,0,A
 36 months,1064783,8050,RENT,1,36000,Charged Off,debt_consolidation,14.8,81.30%,0,A
 36 months,1064623,5600,RENT,6,60000,Fully Paid,debt_consolidation,16.36,12.40%,0,A
 36 months,1064792,7500,RENT,3,31200,Fully Paid,credit_card,12.35,57.30%,0,A
 36 months,1062701,7000,RENT,10,90000,Fully Paid,credit_card,12.19,93.80%,0,A
 36 months,1064781,5400,RENT,4,40000,Fully Paid,debt_consolidation,10.89,77%,0,A
 36 months,1064774,16000,RENT,1,90000,Fully Paid,credit_card,13.67,65.20%,0,A
 60 months,1053765,35000,MORTGAGE,9,105000,Fully Paid,home_improvement,16.53,25%,0,A
 60 months,1064608,6000,RENT,1,30084,Charged Off,debt_consolidation,1.68,10%,0,A
 60 months,1064589,4125,MORTGAGE,10,36000,Fully Paid,car,17.73,37.60%,0,A
 36 months,1064558,9800,RENT,4,67000,Fully Paid,credit_card,21.01,44.90%,0,B
 60 months,1064585,15700,MORTGAGE,10,63000,Fully Paid,debt_consolidation,17.43,63%,0,B
 36 months,1064548,5000,RENT,1,276000,Fully Paid,debt_consolidation,1.82,56%,0,A
 36 months,1064462,9900,RENT,6,26400,Fully Paid,debt_consolidation,14.09,88.90%,0,A
 36 months,1064582,4000,RENT,n/a,24000,Fully Paid,home_improvement,7.5,54.90%,0,A
 36 months,1064579,15000,MORTGAGE,3,68400,Fully Paid,debt_consolidation,5.7,82.20%,0,A
 36 months,1046511,6250,RENT,1,29120,Fully Paid,debt_consolidation,20.85,88.80%,0,B
 36 months,1029191,6400,RENT,1,29120,Fully Paid,debt_consolidation,17.97,94.60%,0,B
 60 months,1064527,8850,MORTGAGE,10,89122,Fully Paid,major_purchase,7.67,84.70%,0,B
 36 months,1064567,12000,MORTGAGE,4,54000,Fully Paid,debt_consolidation,17.07,61%,0,B
 36 months,1064500,15000,MORTGAGE,5,30000,Fully Paid,debt_consolidation,6.48,25.20%,0,A
 36 months,1063899,6500,MORTGAGE,4,30000,Fully Paid,credit_card,10.12,81.50%,0,B
 36 months,1057598,8000,RENT,10,50000,Fully Paid,credit_card,16.34,81.20%,0,B
 60 months,1052002,30000,MORTGAGE,6,92000,Fully Paid,home_improvement,17.57,74.50%,0,B
 36 months,1064323,15000,MORTGAGE,10,100500,Fully Paid,credit_card,14.56,74.30%,0,B
 36 months,1064317,10200,RENT,3,40000,Fully Paid,debt_consolidation,16.53,80.60%,0,B
 36 months,1064471,9000,MORTGAGE,5,47000,Fully Paid,credit_card,19.1,47.20%,0,A
 36 months,1060374,6500,MORTGAGE,3,68000,Fully Paid,debt_consolidation,21.85,92.40%,0,B
 60 months,1064452,23000,MORTGAGE,8,95000,Fully Paid,debt_consolidation,8.94,99.30%,0,B
 36 months,1064453,2000,RENT,4,39600,Fully Paid,credit_card,5.09,79.20%,0,A
 36 months,1064284,8000,OWN,3,30000,Fully Paid,debt_consolidation,14.48,44.10%,0,B
 36 months,1063081,8875,RENT,1,30000,Fully Paid,debt_consolidation,28.4,83.70%,0,A
 36 months,1064251,1500,RENT,1,17000,Charged Off,other,4.59,99.80%,0,B
 36 months,1064407,8000,RENT,3,42000,Fully Paid,debt_consolidation,20.26,85.40%,15,A
 60 months,1035800,20000,RENT,10,75000,Charged Off,debt_consolidation,16.51,74.90%,19.91218684,B
 36 months,1063678,6500,RENT,4,42000,Fully Paid,credit_card,6.26,63.80%,0,A
 36 months,1059751,9600,MORTGAGE,3,27000,Fully Paid,debt_consolidation,10.22,84.90%,0,B
 60 months,1064386,25975,MORTGAGE,10,130000,Current,debt_consolidation,26.13,77.20%,0,A
 36 months,1055800,10000,MORTGAGE,5,46000,Fully Paid,home_improvement,10.46,50.10%,0,A
 36 months,1064221,15000,MORTGAGE,10,80000,Fully Paid,debt_consolidation,5.61,53.70%,0,A
 36 months,1064210,9000,MORTGAGE,3,45000,Fully Paid,debt_consolidation,22.05,44%,0,A
 36 months,1064209,10000,RENT,2,72500,Fully Paid,credit_card,27.92,69.10%,0,A
 36 months,1064366,1000,RENT,n/a,18408,Charged Off,major_purchase,6,83.70%,0,B
 36 months,1064216,14000,RENT,2,30000,Fully Paid,debt_consolidation,15.2,62.30%,0,A
 36 months,1064150,8500,RENT,9,50000,Charged Off,debt_consolidation,8.5,61.50%,0,B
 60 months,1056864,15000,RENT,9,75000,Fully Paid,debt_consolidation,2.82,75.90%,0,B
 36 months,1064146,4500,MORTGAGE,5,65000,Fully Paid,other,14.66,76.60%,0,B
 36 months,1064183,3000,MORTGAGE,10,65000,Fully Paid,major_purchase,27.91,56%,0,A
 36 months,1064185,10000,MORTGAGE,4,120000,Fully Paid,home_improvement,7.98,68.10%,0,A
 60 months,1064126,21250,MORTGAGE,5,42500,Fully Paid,debt_consolidation,19.93,62.70%,0,B
 60 months,1029473,33425,MORTGAGE,2,75000,Charged Off,debt_consolidation,25.71,50.50%,0,B
 60 months,1057239,35000,RENT,8,195000,Current,debt_consolidation,11.72,66.10%,0,B
 36 months,1064128,7200,RENT,4,54990,Fully Paid,debt_consolidation,20.95,96%,0,B
 60 months,1063949,18000,RENT,1,40000,Charged Off,debt_consolidation,18.18,68.80%,0,A
 36 months,1064166,23000,MORTGAGE,2,137000,Fully Paid,debt_consolidation,8.13,60.80%,0,A
 60 months,1064133,20000,RENT,10,60000,Charged Off,debt_consolidation,9.46,41%,0,B
 60 months,1064094,6000,RENT,3,30120,Current,debt_consolidation,15.54,80.60%,15,B
 36 months,1063505,7000,RENT,1,46000,Fully Paid,credit_card,7.9,76.50%,0,A
 36 months,1063528,21000,MORTGAGE,8,135000,Fully Paid,debt_consolidation,8.52,63%,0,A
 36 months,1063912,8250,MORTGAGE,n/a,31500,Fully Paid,debt_consolidation,17.87,10.40%,0,A
 36 months,1064082,13000,RENT,10,65000,Fully Paid,credit_card,8.82,75.90%,0,A
 36 months,1063892,18000,MORTGAGE,2,78000,Fully Paid,debt_consolidation,6.35,25%,0,A
 36 months,1064061,7200,MORTGAGE,5,60000,Fully Paid,other,2.54,6%,0,A
 36 months,1063876,16500,RENT,10,48000,Fully Paid,credit_card,13.1,87.10%,0,A
 36 months,1042841,8125,RENT,1,25000,Fully Paid,debt_consolidation,24.34,63.60%,0,A
 36 months,1063864,18800,MORTGAGE,3,82000,Fully Paid,debt_consolidation,13.76,17.30%,0,A
 36 months,1064051,26800,MORTGAGE,10,82000,Fully Paid,credit_card,21.59,98%,0,B
 36 months,1063847,19200,MORTGAGE,5,42000,Fully Paid,debt_consolidation,19.66,72.20%,0,A
 60 months,1062833,12875,RENT,3,27600,Fully Paid,debt_consolidation,18.7,86.10%,0,B
 36 months,1062032,4000,MORTGAGE,5,38000,Fully Paid,credit_card,19.64,52.70%,0,A
 36 months,1063843,4000,RENT,4,35000,Fully Paid,debt_consolidation,9.22,83.50%,0,B
 36 months,1063828,12000,OWN,10,33000,Fully Paid,credit_card,18.8,74.90%,0,A
 36 months,1064006,2625,MORTGAGE,10,52800,Fully Paid,medical,14.52,65.20%,0,A
 60 months,1063729,18000,MORTGAGE,10,40900,Current,debt_consolidation,13.7,62.60%,0,B
 36 months,1062625,7000,RENT,10,73882,Fully Paid,debt_consolidation,11.45,38.10%,0,A
 36 months,1062070,11300,MORTGAGE,7,36000,Fully Paid,credit_card,16.33,74.70%,0,A
 36 months,1063964,4000,MORTGAGE,10,130000,Fully Paid,debt_consolidation,10.05,85%,0,A
 36 months,1063804,8000,MORTGAGE,10,57200,Fully Paid,debt_consolidation,4.72,6.80%,0,A
 36 months,1063751,14400,RENT,5,51871,Charged Off,debt_consolidation,7.82,79.30%,0,B
 36 months,1063982,4375,OWN,2,15000,Fully Paid,debt_consolidation,13.92,74.90%,0,A
 36 months,1063972,4100,MORTGAGE,9,70197,Fully Paid,credit_card,6.58,72.10%,0,A
 36 months,1063785,6000,RENT,7,47000,Fully Paid,other,14.43,31.40%,0,A
 60 months,1063788,4200,RENT,9,43000,Charged Off,debt_consolidation,10.13,77%,0,B
 36 months,1063485,4000,MORTGAGE,6,120000,Fully Paid,home_improvement,3.89,24.40%,0,A
 36 months,1063781,3000,MORTGAGE,10,86004,Charged Off,other,13.37,64.60%,0,A
 36 months,1057766,5400,MORTGAGE,10,75000,Fully Paid,car,8.8,68.70%,0,A
 36 months,1063778,15000,RENT,1,110000,Charged Off,small_business,21.99,84.10%,0,B
 60 months,1062818,20000,MORTGAGE,3,80000,Fully Paid,debt_consolidation,23.47,88.50%,0,B
 36 months,1042037,10400,RENT,4,44000,Fully Paid,credit_card,19.91,90.10%,0,A
 60 months,1063518,4500,MORTGAGE,7,51600,Fully Paid,debt_consolidation,22.63,67.70%,0,B
 36 months,1063515,11500,RENT,1,38500,Fully Paid,credit_card,13.06,89.60%,19.20999995,A
 36 months,1063524,10000,RENT,4,75000,Fully Paid,home_improvement,24.85,5.90%,0,A
 60 months,1063519,18225,MORTGAGE,10,37320,Fully Paid,debt_consolidation,20.8,74.40%,0,B
 36 months,1063521,3600,RENT,10,55000,Fully Paid,debt_consolidation,5.48,65.90%,0,A
 60 months,984879,18500,RENT,2,1.00E+05,Fully Paid,major_purchase,0.72,10.40%,0,A
 60 months,1063509,16800,MORTGAGE,10,70000,Fully Paid,credit_card,21.5,38.40%,0,B
 36 months,1063693,10000,RENT,8,68000,Charged Off,debt_consolidation,17.15,92.50%,0,B
 36 months,1063700,15000,MORTGAGE,10,66000,Fully Paid,debt_consolidation,8.49,89.10%,0,B
 36 months,1056934,8000,RENT,8,85000,Fully Paid,major_purchase,10.22,35.70%,0,A
 60 months,1063246,25000,RENT,1,83004,Fully Paid,debt_consolidation,13.66,82.90%,0,B
 36 months,1057424,16000,RENT,1,51000,Charged Off,debt_consolidation,24.66,81%,0,A
 36 months,1063680,8000,RENT,2,55000,Fully Paid,debt_consolidation,11.56,15.70%,0,A
 36 months,1063679,7200,MORTGAGE,10,47000,Fully Paid,debt_consolidation,19.74,83.50%,0,A
 36 months,1063034,12000,RENT,4,86000,Fully Paid,debt_consolidation,13.3,51.80%,0,A
 36 months,1063448,2200,OWN,10,48000,Charged Off,debt_consolidation,5.47,83.70%,0,B
 60 months,1063431,20000,RENT,10,49000,Current,other,17.78,66.90%,0,A
 60 months,1060804,28000,MORTGAGE,4,85000,Fully Paid,debt_consolidation,15.87,58.70%,0,A
 36 months,1027771,6000,MORTGAGE,2,50000,Fully Paid,debt_consolidation,23.86,62.40%,0,A
 60 months,1063653,25000,RENT,10,105000,Current,credit_card,21.13,85.30%,0,B
 60 months,1063421,8000,RENT,1,51204,Charged Off,debt_consolidation,25.12,37.60%,0,A
 36 months,1062855,14400,RENT,2,42996,Fully Paid,debt_consolidation,0.98,7.70%,0,B
 60 months,1062490,20000,RENT,5,60000,Fully Paid,credit_card,18.06,97.40%,0,B
 60 months,1063626,25000,MORTGAGE,10,85000,Current,debt_consolidation,13.41,91.70%,0,B
 36 months,1063407,14050,MORTGAGE,3,120000,Fully Paid,major_purchase,2.21,18.80%,0,A
 36 months,1063609,6000,OWN,10,62691,Fully Paid,major_purchase,3.16,94.40%,0,B
 60 months,1063602,16100,MORTGAGE,1,36000,Current,debt_consolidation,27.8,46%,0,A
 60 months,1063393,35000,OWN,3,85000,Charged Off,debt_consolidation,16.39,76.50%,0,B
 36 months,1063388,10525,RENT,4,49668,Fully Paid,debt_consolidation,7.27,68.90%,0,A
 36 months,1063582,7200,RENT,2,30000,Fully Paid,debt_consolidation,5.2,94.20%,0,B
 60 months,988402,18500,OWN,10,40000,Fully Paid,debt_consolidation,26.34,0.10%,0,A
 36 months,1063564,12000,MORTGAGE,10,40000,Fully Paid,debt_consolidation,16.2,74.40%,0,B
 36 months,1063121,12000,MORTGAGE,5,1.00E+05,Fully Paid,credit_card,6.58,79.60%,0,A
 36 months,1063275,3000,RENT,2,56312,Fully Paid,other,16.03,83.40%,0,A
 36 months,1057756,9500,RENT,10,54011,Fully Paid,debt_consolidation,18.51,79.50%,0,B
 36 months,1059960,19775,RENT,2,49110.32,Fully Paid,debt_consolidation,17.57,61.10%,0,A
 60 months,1059525,12000,RENT,1,75000,Charged Off,credit_card,16.13,89.40%,0,B
 60 months,1062577,28000,MORTGAGE,7,95000,Fully Paid,debt_consolidation,9.46,68.10%,0,B
 36 months,1053188,30000,RENT,2,80000,Fully Paid,debt_consolidation,22.23,94%,0,A
 36 months,1063098,16000,MORTGAGE,9,55000,Fully Paid,debt_consolidation,13.33,89.70%,0,A
 36 months,1063238,14500,RENT,8,90000,Fully Paid,credit_card,5.24,46.70%,0,B
 60 months,1062043,11700,RENT,3,68500,Fully Paid,credit_card,18.17,39.80%,0,B
 36 months,1063228,4150,RENT,4,1.00E+05,Fully Paid,debt_consolidation,1.99,25%,0,A
 60 months,1039993,15000,MORTGAGE,10,72000,Current,debt_consolidation,26.48,67.80%,0,A
 36 months,1063197,24000,RENT,6,70000,Fully Paid,credit_card,12.57,91.20%,0,B
 36 months,1063069,21250,RENT,5,37000,Charged Off,other,14.27,69.30%,0,A
 36 months,1063062,10000,OWN,10,75000,Fully Paid,debt_consolidation,13.46,71.30%,0,B
 60 months,1063199,25000,MORTGAGE,1,75000,Fully Paid,debt_consolidation,10.58,72%,0,B
 36 months,1063187,4000,RENT,6,39000,Fully Paid,debt_consolidation,21.91,93.50%,0,B
 36 months,1063040,15000,RENT,1,60000,Fully Paid,debt_consolidation,8.86,70.80%,0,A
 60 months,1063020,20000,RENT,3,68000,Fully Paid,credit_card,9.09,79.30%,0,B
 60 months,1062929,15000,MORTGAGE,3,110000,Fully Paid,home_improvement,12.36,81.20%,0,B
 36 months,1063003,3600,RENT,3,40000,Fully Paid,moving,12.78,52.20%,0,B
 60 months,1063001,6000,OWN,5,31000,Fully Paid,debt_consolidation,20.13,93%,0,B
 36 months,1062997,15000,RENT,10,60000,Charged Off,debt_consolidation,10.72,75.20%,0,B
 60 months,1061315,12000,RENT,3,43000,Fully Paid,credit_card,15.24,45.40%,0,B
 36 months,1062808,12375,RENT,6,42000,Fully Paid,debt_consolidation,28.06,52.10%,0,A
 36 months,1062918,4000,RENT,6,30000,Charged Off,home_improvement,17.6,5.50%,0,A
 36 months,1062983,13000,MORTGAGE,10,50000,Fully Paid,debt_consolidation,20.11,40.60%,0,A
 36 months,1061530,5000,MORTGAGE,1,39396,Fully Paid,home_improvement,8.16,18.50%,0,A
 36 months,1035958,5000,OWN,7,98000,Fully Paid,credit_card,19.63,53.30%,15,B
 36 months,1062894,26000,RENT,10,62500,Fully Paid,credit_card,16.55,94.80%,0,A
 60 months,1062895,15000,MORTGAGE,8,95000,Fully Paid,credit_card,17.97,85.50%,17.70000005,B
 60 months,1062976,4000,RENT,10,45000,Charged Off,house,15.2,22.40%,0,B
 36 months,1061972,8000,RENT,10,32400,Fully Paid,debt_consolidation,7.56,34.10%,0,A
 36 months,1062897,1700,MORTGAGE,n/a,37800,Charged Off,home_improvement,27,91.20%,0,A
 36 months,1062857,16000,RENT,10,50000,Fully Paid,debt_consolidation,15.1,66.20%,0,A
 60 months,1059828,20000,MORTGAGE,10,114996,Fully Paid,debt_consolidation,11.19,15.40%,0,A
 36 months,1059486,12000,RENT,6,54400,Charged Off,debt_consolidation,13.81,60.20%,0,B
 36 months,1062887,7000,MORTGAGE,7,72800,Fully Paid,credit_card,24.64,84.10%,0,A
